iteration,mhd_score
0,383.630489
1,383.630489
2,383.630489
3,383.630489
4,383.630489
5,383.630489
6,382.349557
7,382.349557
8,382.349557
9,379.334835
10,379.334835
11,378.609543
12,361.305730
13,361.305730
14,361.305730
15,361.305730
16,361.305730
17,361.305730
18,361.305730
19,361.305730
20,361.305730
21,361.305730
22,361.305730
23,361.305730
24,361.305730
25,361.305730
26,361.305730
27,361.305730
28,361.305730
29,361.305730
30,361.305730
31,361.305730
32,361.305730
33,361.305730
34,361.305730
35,361.305730
36,361.305730
37,361.305730
38,361.305730
39,361.305730
40,361.305730
41,361.305730
42,361.305730
43,361.305730
44,361.305730
45,361.305730
46,361.305730
47,361.305730
48,361.305730
49,361.305730
50,361.305730
51,361.305730
52,361.305730
53,361.305730
54,361.305730
55,361.305730
56,361.305730
57,361.305730
58,361.305730
59,361.305730
60,361.305730
61,361.305730
62,361.305730
63,361.305730
64,361.305730
65,361.305730
66,361.305730
67,361.305730
68,361.305730
69,361.305730
70,361.305730
71,361.305730
72,361.305730
73,361.305730
74,361.305730
75,361.305730
76,361.305730
77,361.305730
78,361.305730
79,361.305730
80,361.305730
81,361.305730
82,361.305730
83,361.305730
84,361.305730
85,361.305730
86,361.305730
87,361.305730
88,361.305730
89,361.305730
90,361.305730
91,361.305730
92,361.305730
93,361.305730
94,361.305730
95,361.305730
96,361.305730
97,359.120793
98,359.120793
99,359.120793
100,359.120793
101,359.120793
102,359.120793
103,359.120793
104,359.120793
105,359.120793
106,359.120793
107,358.571801
108,358.571801
109,358.571801
110,358.571801
111,358.571801
112,358.571801
113,358.571801
114,358.571801
115,358.571801
116,357.997672
117,357.997672
118,357.997672
119,356.118951
120,356.118951
121,356.118951
122,356.118951
123,354.346561
124,354.346561
125,354.346561
126,354.346561
127,354.346561
128,354.346561
129,354.346561
130,354.346561
131,354.298258
132,354.298258
133,354.298258
134,354.298258
135,354.298258
136,354.298258
137,354.298258
138,354.298258
139,354.298258
140,354.298258
141,354.298258
142,354.298258
143,354.298258
144,354.298258
145,354.298258
146,354.298258
147,354.298258
148,354.298258
149,354.298258
150,354.298258
151,354.298258
152,354.298258
153,354.298258
154,354.298258
155,354.298258
156,354.298258
157,354.298258
158,354.298258
159,354.298258
160,354.298258
161,354.298258
162,354.298258
163,354.298258
164,354.298258
165,354.298258
166,354.298258
167,354.298258
168,354.298258
169,354.298258
170,354.298258
171,354.298258
172,354.298258
173,354.298258
174,354.298258
175,354.298258
176,354.298258
177,354.298258
178,354.298258
179,354.298258
180,354.298258
181,354.298258
182,354.298258
183,354.298258
184,354.298258
185,354.298258
186,354.298258
187,354.298258
188,354.298258
189,354.298258
190,354.298258
191,354.298258
192,354.298258
193,354.298258
194,354.298258
195,354.298258
196,354.298258
197,354.298258
198,354.298258
199,354.298258
200,354.298258
201,354.298258
202,354.298258
203,354.298258
204,354.298258
205,354.298258
206,354.298258
207,354.298258
208,354.298258
209,354.298258
210,354.298258
211,354.298258
212,354.298258
213,354.298258
214,354.298258
215,354.298258
216,354.298258
217,354.298258
218,354.298258
219,354.298258
220,354.298258
221,354.298258
222,354.298258
223,354.298258
224,354.298258
225,354.298258
226,354.298258
227,354.298258
228,354.298258
229,354.298258
230,354.298258
231,354.298258
232,354.298258
233,354.298258
234,354.298258
235,354.298258
236,354.298258
237,354.298258
238,354.298258
239,354.298258
240,354.298258
241,354.298258
242,354.298258
243,354.298258
244,354.298258
245,354.298258
246,354.298258
247,354.298258
248,354.298258
249,354.298258
250,354.298258
251,354.298258
252,354.298258
253,354.298258
254,354.298258
255,354.298258
256,354.298258
257,354.298258
258,354.298258
259,354.298258
260,354.298258
261,354.298258
262,354.298258
263,354.213379
264,354.213379
265,354.213379
266,354.213379
267,354.213379
268,352.841039
269,352.841039
270,352.841039
271,352.841039
272,352.841039
273,352.841039
274,352.841039
275,352.717537
276,352.717537
277,352.717537
278,352.717537
279,352.717537
280,352.717537
281,352.717537
282,352.717537
283,352.717537
284,352.699539
285,352.699539
286,352.699539
287,352.699539
288,352.699539
289,352.699539
290,352.699539
291,352.699539
292,352.699539
293,352.699539
294,352.699539
295,352.699539
296,352.699539
297,352.699539
298,352.699539
299,352.699539
300,352.699539
301,352.699539
302,352.699539
303,352.699539
304,352.699539
305,352.699539
306,352.699539
307,352.699539
308,352.699539
309,352.699539
310,352.699539
311,352.699539
312,352.699539
313,352.699539
314,352.699539
315,352.699539
316,352.699539
317,352.699539
318,352.699539
319,352.699539
320,352.699539
321,352.699539
322,352.699539
323,352.699539
324,352.699539
325,352.699539
326,352.699539
327,352.699539
328,352.699539
329,352.699539
330,352.699539
331,352.699539
332,352.699539
333,352.699539
334,352.699539
335,352.699539
336,352.699539
337,352.699539
338,352.699539
339,352.699539
340,352.699539
341,352.699539
