iteration,mhd_score
0,286.870496
1,286.870496
2,286.870496
3,286.870496
4,286.870496
5,286.870496
6,286.870496
7,286.870496
8,286.870496
9,286.870496
10,286.870496
11,286.870496
12,286.870496
13,286.870496
14,286.870496
15,286.870496
16,286.870496
17,286.870496
18,286.870496
19,286.870496
20,286.870496
21,286.870496
22,286.870496
23,286.870496
24,286.870496
25,286.870496
26,286.870496
27,286.870496
28,286.870496
29,286.870496
30,286.870496
31,286.870496
32,286.870496
33,286.870496
34,286.870496
35,286.870496
36,286.870496
37,286.870496
38,286.870496
39,286.870496
40,286.870496
41,286.870496
42,286.870496
43,286.870496
44,286.870496
45,286.870496
46,286.870496
47,286.870496
48,286.870496
49,286.870496
50,286.870496
51,286.870496
52,286.870496
53,286.870496
54,286.870496
55,286.870496
56,286.870496
57,286.870496
58,286.870496
59,286.870496
60,286.870496
61,286.870496
62,286.870496
63,286.870496
64,286.870496
65,286.870496
66,286.870496
67,286.870496
68,286.870496
69,286.870496
70,286.870496
71,286.870496
72,286.870496
73,286.870496
74,286.870496
75,286.870496
76,286.870496
77,286.870496
78,286.870496
79,286.870496
80,286.870496
81,286.870496
82,286.870496
83,286.870496
84,286.870496
85,286.870496
86,286.870496
87,286.870496
88,286.870496
89,286.870496
90,286.870496
91,286.870496
92,286.870496
93,286.870496
94,286.870496
95,286.870496
96,286.870496
97,286.870496
98,286.870496
99,286.870496
100,286.870496
101,286.870496
102,286.870496
103,286.870496
104,286.870496
105,286.870496
106,286.870496
107,286.870496
108,286.870496
109,286.870496
110,286.870496
111,286.870496
112,286.870496
113,286.870496
114,286.870496
115,286.870496
116,286.870496
117,286.870496
118,286.870496
119,286.870496
120,286.870496
121,286.870496
122,286.870496
123,286.870496
124,286.870496
125,286.870496
126,286.870496
127,286.870496
128,286.870496
129,286.870496
130,286.870496
131,286.870496
132,286.870496
133,286.870496
134,286.870496
135,286.870496
136,286.870496
137,286.870496
138,286.870496
139,286.870496
140,286.870496
141,286.870496
142,286.870496
143,286.870496
144,286.870496
145,286.870496
146,286.870496
147,285.226176
148,271.770465
149,271.770465
150,270.081053
151,265.532904
152,265.532904
153,265.532904
154,265.532904
155,265.532904
156,265.532904
157,265.532904
158,265.532904
159,265.532904
160,265.532904
161,263.940304
162,245.087713
163,245.087713
164,245.087713
165,243.268169
166,240.130784
167,240.130784
168,240.130784
169,233.055624
170,233.055624
171,233.055624
172,233.055624
173,233.055624
174,233.055624
175,233.055624
176,233.055624
177,233.055624
178,233.055624
179,233.055624
180,233.055624
181,233.055624
182,230.180758
183,230.180758
184,230.180758
185,230.180758
186,225.834589
187,225.834589
188,225.834589
189,225.834589
190,223.750278
191,223.750278
192,222.639117
193,222.639117
194,222.639117
195,222.639117
196,222.639117
197,222.639117
198,222.639117
199,222.639117
200,222.639117
201,222.639117
202,222.639117
203,222.639117
204,222.639117
205,222.639117
206,222.639117
207,222.639117
208,222.639117
209,222.639117
210,222.639117
211,222.639117
212,222.639117
213,222.639117
214,222.639117
215,222.639117
216,222.639117
217,222.639117
218,222.639117
219,222.639117
220,222.639117
221,222.639117
222,222.639117
223,222.639117
224,222.639117
225,222.639117
226,222.639117
227,222.639117
228,222.639117
229,222.639117
230,222.639117
231,222.639117
232,222.639117
233,222.639117
234,222.639117
235,222.639117
236,222.639117
237,220.338613
238,220.338613
239,220.338613
240,220.338613
241,220.338613
242,220.338613
243,220.338613
244,220.338613
245,220.338613
246,220.338613
247,220.338613
248,220.338613
249,220.338613
250,220.338613
251,220.338613
252,220.338613
253,220.338613
254,220.338613
255,220.338613
256,220.338613
257,220.338613
258,220.338613
259,220.338613
260,220.338613
261,220.338613
262,220.338613
263,220.338613
264,220.338613
265,220.338613
266,220.338613
267,220.338613
268,220.338613
269,220.338613
270,220.338613
271,220.338613
272,220.338613
273,220.338613
274,220.338613
275,220.338613
276,220.338613
277,220.338613
278,220.338613
279,220.338613
280,220.338613
281,220.338613
282,220.338613
283,220.338613
284,220.338613
285,220.338613
286,220.338613
287,220.338613
288,220.338613
289,220.338613
290,220.338613
291,220.338613
292,220.338613
293,220.338613
294,220.338613
295,220.338613
296,220.338613
297,220.338613
298,220.338613
299,220.338613
300,220.338613
301,220.338613
302,220.338613
303,220.338613
304,220.338613
305,220.338613
306,220.338613
307,220.338613
308,220.338613
309,220.338613
310,220.338613
311,220.338613
312,220.338613
313,220.338613
314,220.338613
315,220.338613
316,220.338613
317,220.338613
318,220.338613
319,220.338613
320,220.338613
321,220.338613
322,220.338613
323,220.338613
324,220.338613
325,220.338613
326,220.338613
327,220.338613
328,220.338613
329,220.338613
330,220.338613
331,220.338613
332,220.338613
333,220.338613
334,220.338613
335,220.338613
336,220.338613
337,220.338613
338,220.338613
339,220.338613
340,220.338613
341,220.338613
